Kind,Name,AvgCyclomatic,CountDeclClass,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,RatioCommentToCode,MaxCyclomatic,SumCyclomatic,CountDeclFunction
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.OpenTxnsFunction,6,,183,23,145,37,107,15,,,76,103,35,,86,0.10,18,27,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.PerformTimeoutsFunction,5,,154,16,113,31,86,25,,,54,76,28,,62,0.22,9,20,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.PurgeCompactionHistoryFunction,4,,124,10,103,32,74,11,,,49,66,28,,51,0.11,10,18,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.ReleaseMaterializationRebuildLocks,2,,47,8,35,14,23,4,,,20,27,13,,19,0.11,2,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.ReplTableWriteIdStateFunction,3,,113,17,83,27,65,13,,,41,52,24,,43,0.16,7,10,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.TopCompactionMetricsDataPerTypeFunction,2,,48,9,38,14,20,1,,,10,18,12,,8,0.03,2,3,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.UpdataDatabasePropFunction,3,,45,6,38,15,24,1,,,18,24,12,,16,0.03,4,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.functions.UpdateCompactionMetricsDataFunction,2,,59,6,53,12,38,0,,,12,20,9,,13,0.00,4,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.AbortTxnInfoHandler,2,,92,6,78,20,59,8,,,26,33,16,,23,0.10,4,8,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.AbortedTxnHandler,2,,50,5,44,17,24,1,,,23,30,14,,20,0.02,3,6,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.CheckFailedCompactionsHandler,2,,52,5,45,18,26,2,,,17,25,14,,15,0.04,4,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.CompactionCandidateHandler,2,,50,5,44,12,28,1,,,13,19,9,,12,0.02,2,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.CompactionMetricsDataHandler,1,,50,6,43,15,24,1,,,14,20,11,,10,0.02,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.CountOpenTxnsHandler,2,,31,5,26,9,13,0,,,9,15,6,,11,0.00,3,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.DbTimeHandler,1,,20,2,18,7,6,0,,,4,9,4,,5,0.00,2,4,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.FindColumnsWithStatsHandler,2,,51,7,42,17,25,2,,,13,21,11,,13,0.05,4,9,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.FindTxnStateHandler,1,,33,6,27,9,12,0,,,6,12,6,,6,0.00,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetCompactionInfoHandler,2,,72,7,63,15,45,3,,,36,42,10,,33,0.05,2,6,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetDatabaseIdHandler,1,,30,5,25,10,9,0,,,8,14,7,,7,0.00,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetHighWaterMarkHandler,2,,25,3,22,8,9,0,,,6,12,5,,8,0.00,3,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetLatestCommittedCompactionInfoHandler,2,,61,6,54,13,37,1,,,16,24,10,,18,0.02,4,9,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetLocksByLockId,2,,47,7,37,14,18,3,,,14,22,10,,13,0.08,3,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetMaxAllocatedTableWriteIdHandler,1,,30,5,24,10,9,1,,,7,13,7,,6,0.04,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetOpenTxnTypeAndLockHandler,1,,37,6,23,10,8,8,,,7,12,7,,5,0.35,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetOpenTxnsListHandler,3,,88,8,58,22,38,22,,,30,40,17,,29,0.38,6,10,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetTxnDbsUpdatedHandler,1,,30,5,21,10,7,4,,,7,13,7,,7,0.19,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.GetWriteIdsHandler,2,,48,7,40,15,22,1,,,20,29,12,,20,0.03,3,8,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.LatestTxnIdInConflictHandler,2,,51,7,40,11,26,4,,,6,11,7,,5,0.10,2,6,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.MetricsInfoHandler,1,,56,7,48,11,35,1,,,20,25,7,,20,0.02,2,4,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.MinUncommittedTxnIdHandler,2,,48,7,39,15,23,2,,,10,17,9,,10,0.05,2,7,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.OpenTxnTimeoutLowBoundaryTxnIdHandler,1,,33,5,24,10,9,4,,,8,14,7,,8,0.17,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.ReadyToCleanAbortHandler,2,,92,6,78,20,59,8,,,26,33,16,,23,0.10,4,8,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.ReadyToCleanHandler,2,,91,11,76,17,55,4,,,32,42,12,,33,0.05,4,9,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.ShowCompactHandler,3,,144,12,129,27,101,3,,,48,63,22,,52,0.02,8,17,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.ShowLocksHandler,4,,133,12,115,27,82,6,,,52,77,24,,65,0.05,10,15,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.TablesWithAbortedTxnsHandler,2,,38,6,31,14,15,1,,,11,17,10,,10,0.03,3,6,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.TargetTxnIdListHandler,1,,32,5,27,11,11,0,,,9,15,8,,8,0.00,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.jdbc.queries.TxnIdForWriteIdHandler,1,,35,5,30,12,13,0,,,11,17,9,,8,0.00,2,5,
Public Class,org.apache.hadoop.hive.metastore.txn.retry.SqlRetryCallProperties,1,,107,15,60,21,29,32,,,25,39,20,,19,0.53,1,13,
Public Class,org.apache.hadoop.hive.metastore.txn.retry.SqlRetryException,1,,11,2,5,2,1,4,,,1,3,2,,1,0.80,1,1,
Public Class,org.apache.hadoop.hive.metastore.txn.retry.SqlRetryHandler,5,,229,22,163,28,113,44,,,73,111,28,,90,0.27,8,36,
Public Class,org.apache.hadoop.hive.metastore.txn.retry.TestSqlRetryHandler,1,,18,3,14,6,9,1,,,9,11,5,,9,0.07,1,1,
Public Class,org.apache.hadoop.hive.metastore.txn.service.AcidHouseKeeperService,1,,74,11,59,22,29,4,,,25,37,18,,22,0.07,3,11,
Public Class,org.apache.hadoop.hive.metastore.txn.service.AcidOpenTxnsCounterService,2,,47,6,37,17,18,4,,,17,24,13,,14,0.11,3,6,
Public Class,org.apache.hadoop.hive.metastore.txn.service.AcidTxnCleanerService,1,,48,7,37,15,17,4,,,15,23,11,,14,0.11,3,7,
Public Class,org.apache.hadoop.hive.metastore.txn.service.CompactionHouseKeeperService,1,,25,3,18,6,8,4,,,3,7,4,,3,0.22,1,3,
Public Class,org.apache.hadoop.hive.metastore.utils.CommonCliOptions,3,,130,15,73,15,46,42,,,27,46,16,,34,0.58,4,16,
Public Class,org.apache.hadoop.hive.metastore.utils.EncryptionZoneUtils,2,,41,5,36,10,21,0,,,14,24,10,,18,0.00,4,9,
Public Class,org.apache.hadoop.hive.metastore.utils.FileUtils,3,,610,50,368,95,227,194,,,149,238,86,,184,0.53,7,72,
Public Class,org.apache.hadoop.hive.metastore.utils.FilterUtils,4,,451,54,242,75,124,155,,,66,129,35,,107,0.64,13,61,
Public Class,org.apache.hadoop.hive.metastore.utils.HdfsUtils,3,,343,34,251,66,159,58,,,96,158,56,,124,0.23,13,51,
Public Class,org.apache.hadoop.hive.metastore.utils.HiveStrictManagedUtils,3,,74,8,58,14,34,8,,,23,40,12,,32,0.14,9,16,
Public Class,org.apache.hadoop.hive.metastore.utils.JavaUtils,2,,116,8,72,17,42,36,,,27,45,15,,35,0.50,5,17,
Public Class,org.apache.hadoop.hive.metastore.utils.LockTypeUtil,1,,47,8,34,12,14,5,,,14,23,11,,13,0.15,1,8,
Public Class,org.apache.hadoop.hive.metastore.utils.LogUtils,2,,107,7,78,21,51,22,,,31,46,17,,36,0.28,3,12,
Public Class,org.apache.hadoop.hive.metastore.utils.MetaStoreServerUtils,4,,1610,131,1162,280,756,319,,,482,786,262,,630,0.27,26,248,
Public Class,org.apache.hadoop.hive.metastore.utils.MetaStoreUtils,2,,1263,132,835,211,532,299,,,353,558,204,,429,0.36,17,201,
Public Class,org.apache.hadoop.hive.metastore.utils.MetastoreVersionInfo,2,,107,14,51,18,21,42,,,20,32,15,,18,0.82,2,19,
Public Class,org.apache.hadoop.hive.metastore.utils.RetryTest,2,,99,5,91,24,55,3,,,32,51,21,,38,0.03,2,12,
Public Class,org.apache.hadoop.hive.metastore.utils.RetryUtilities,0,,88,7,65,19,35,16,,,24,40,18,,24,0.25,0,0,
Public Class,org.apache.hadoop.hive.metastore.utils.SecurityUtils,3,,281,19,189,77,119,73,,,92,126,56,,102,0.39,8,30,
Public Class,org.apache.hadoop.hive.metastore.utils.StringUtils,2,,103,9,54,15,29,40,,,23,41,16,,30,0.74,4,15,
Public Class,org.apache.hadoop.hive.metastore.utils.StringableMap,4,,86,10,60,14,42,19,,,37,53,15,,44,0.32,7,16,
Public Class,org.apache.hadoop.hive.metastore.utils.TestHdfsUtils,1,,301,42,234,122,164,25,,,159,185,103,,158,0.11,2,24,
Public Class,org.apache.hadoop.hive.metastore.utils.TestLockTypeUtil,1,,20,2,18,6,9,0,,,9,12,3,,9,0.00,1,2,
Public Class,org.apache.hadoop.hive.metastore.utils.TestMetaStoreServerUtils,1,,935,92,733,257,603,120,,,364,412,180,,356,0.16,2,46,
Public Class,org.apache.hadoop.hive.metastore.utils.TestMetaStoreUtils,1,,59,8,51,27,20,0,,,21,32,19,,19,0.00,1,10,
Public Class,org.apache.hadoop.hive.metastore.utils.TestMetastoreVersionInfo,1,,21,4,17,9,4,0,,,6,10,6,,4,0.00,1,3,
Public Class,org.apache.hadoop.hive.metastore.utils.TestStringableMap,5,,35,1,33,8,27,1,,,26,33,7,,30,0.03,5,5,
Public Class,org.apache.hadoop.hive.ql.CompilationOpContext,1,,21,3,11,6,4,7,,,4,7,5,,4,0.64,1,2,
Public Class,org.apache.hadoop.hive.ql.Compiler,4,,457,61,336,64,251,61,,,161,224,61,,193,0.18,21,81,
Public Class,org.apache.hadoop.hive.ql.Context,2,,1329,188,868,258,476,277,,,396,609,252,,406,0.32,19,210,
Public Class,org.apache.hadoop.hive.ql.Driver,2,,869,107,639,140,407,124,,,280,421,110,,345,0.19,10,139,
Public Class,org.apache.hadoop.hive.ql.DriverContext,1,,200,46,138,59,44,16,,,61,99,58,,42,0.12,1,37,
Public Class,org.apache.hadoop.hive.ql.DriverState,1,,152,26,116,40,48,10,,,37,69,31,,41,0.09,3,28,
Public Class,org.apache.hadoop.hive.ql.Executor,4,,512,74,388,78,279,50,,,198,281,76,,242,0.13,7,78,
Public Class,org.apache.hadoop.hive.ql.HashTableLoaderFactory,2,,18,3,11,3,4,4,,,2,6,3,,3,0.36,2,3,
Public Class,org.apache.hadoop.hive.ql.HiveDriverRunHookContextImpl,1,,30,6,24,12,6,0,,,8,14,8,,6,0.00,1,5,
Public Class,org.apache.hadoop.hive.ql.HiveQueryLifeTimeHook,3,,74,15,59,25,35,0,,,22,36,19,,30,0.00,8,14,
Public Class,org.apache.hadoop.hive.ql.HookRunner,2,,256,32,177,48,98,47,,,56,115,50,,80,0.27,5,52,
Public Class,org.apache.hadoop.hive.ql.MapRedStats,2,,164,28,121,43,61,16,,,54,85,39,,55,0.13,11,31,
Public Class,org.apache.hadoop.hive.ql.QOutProcessor,4,,349,51,278,74,195,24,,,113,165,72,,109,0.09,18,35,
Public Class,org.apache.hadoop.hive.ql.QTestMetaStoreHandler,2,,86,16,64,13,39,7,,,30,43,13,,31,0.11,7,18,
Public Class,org.apache.hadoop.hive.ql.QTestMiniClusters,3,,512,64,402,102,276,49,,,191,267,84,,207,0.12,11,52,
Public Class,org.apache.hadoop.hive.ql.QTestProcessExecResult,1,,46,8,29,11,12,9,,,12,20,11,,9,0.31,2,7,
Public Class,org.apache.hadoop.hive.ql.QTestResultProcessor,2,,197,39,131,48,75,27,,,60,90,37,,67,0.21,5,28,
Public Class,org.apache.hadoop.hive.ql.QTestRunnerUtils,4,,37,2,28,6,20,7,,,18,23,6,,19,0.25,4,4,
Public Class,org.apache.hadoop.hive.ql.QTestSyntaxUtil,8,,131,7,118,19,81,6,,,42,74,20,,61,0.05,15,30,
Public Class,org.apache.hadoop.hive.ql.QTestSystemProperties,1,,55,11,44,21,21,2,,,20,32,21,,11,0.05,2,12,
Public Class,org.apache.hadoop.hive.ql.QTestUtil,3,,932,156,710,171,495,71,,,382,531,179,,430,0.10,18,147,
Public Class,org.apache.hadoop.hive.ql.QueryCompilationSummaryHook,1,,101,13,88,31,54,0,,,53,67,26,,47,0.00,2,8,
Public Class,org.apache.hadoop.hive.ql.QueryDisplay,1,,359,48,270,102,132,42,,,120,189,92,,116,0.16,4,30,
Public Class,org.apache.hadoop.hive.ql.QueryInfo,1,,99,21,75,29,26,4,,,34,54,29,,25,0.05,2,19,
Public Class,org.apache.hadoop.hive.ql.QueryPlan,2,,905,96,675,179,408,135,,,344,504,171,,377,0.20,18,144,
Public Class,org.apache.hadoop.hive.ql.QueryProperties,1,,339,75,245,93,110,19,,,119,182,93,,89,0.08,2,62,
Public Class,org.apache.hadoop.hive.ql.QueryState,1,,335,50,183,58,91,102,,,79,128,59,,76,0.56,3,31,
Public Class,org.apache.hadoop.hive.ql.ServiceContext,1,,49,8,30,11,11,11,,,12,20,11,,9,0.37,2,8,
Public Class,org.apache.hadoop.hive.ql.TaskQueue,2,,182,23,136,37,79,23,,,59,96,41,,70,0.17,5,31,
Public Class,org.apache.hadoop.hive.ql.TestAcidOnTez,4,,933,57,680,211,500,204,,,395,514,152,,409,0.30,18,89,
Public Class,org.apache.hadoop.hive.ql.TestAutoPurgeTables,2,,403,31,271,91,157,101,,,117,166,61,,120,0.37,7,46,
Public Class,org.apache.hadoop.hive.ql.TestCompileLock,1,,304,72,225,71,148,7,,,136,175,63,,137,0.03,5,38,
Public Class,org.apache.hadoop.hive.ql.TestConstraintsMerge,2,,111,10,93,23,59,8,,,44,59,17,,44,0.09,3,10,
Public Class,org.apache.hadoop.hive.ql.TestCreateUdfEntities,1,,49,9,40,18,25,4,,,24,29,12,,22,0.10,1,4,
Public Class,org.apache.hadoop.hive.ql.TestCtltExternalDir,2,,40,6,34,15,27,0,,,22,27,14,,22,0.00,2,4,
Public Class,org.apache.hadoop.hive.ql.TestDDLWithRemoteMetastoreSecondNamenode,3,,245,27,205,61,142,14,,,102,135,56,,96,0.07,9,33,
Public Class,org.apache.hadoop.hive.ql.TestDatabaseTableDefault,1,,250,39,185,69,122,26,,,119,139,47,,110,0.14,3,15,
Public Class,org.apache.hadoop.hive.ql.TestDriver,2,,65,5,52,14,36,8,,,26,33,11,,27,0.15,2,6,
Public Class,org.apache.hadoop.hive.ql.TestErrorMsg,1,,23,1,22,10,11,0,,,9,15,9,,10,0.00,2,4,
Public Class,org.apache.hadoop.hive.ql.TestLocationQueries,2,,147,17,107,39,77,23,,,53,69,35,,54,0.21,3,7,
Public Class,org.apache.hadoop.hive.ql.TestMetaStoreLimitPartitionRequest,1,,276,38,203,86,121,35,,,107,139,65,,87,0.17,2,31,
Public Class,org.apache.hadoop.hive.ql.TestQOutProcessor,1,,49,7,39,5,33,22,,,13,16,4,,13,0.56,1,2,
Public Class,org.apache.hadoop.hive.ql.TestServiceContext,1,,21,3,16,7,8,2,,,8,11,5,,8,0.13,1,4,
Public Class,org.apache.hadoop.hive.ql.TestTxnAddPartition,1,,253,36,187,54,150,36,,,78,90,30,,70,0.19,2,13,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommands,2,,2509,278,2051,514,1690,212,,,1360,1540,430,,1322,0.10,10,231,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommands2,2,,3563,351,2672,630,2219,571,,,1979,2223,546,,1893,0.21,16,232,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommands2WithAbortCleanupUsingCompactionCycle,1,,16,1,10,4,3,5,,,3,6,3,,3,0.50,1,2,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommands2WithSplitUpdateAndVectorization,1,,27,4,14,7,3,9,,,3,7,4,,3,0.64,1,3,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommands3,1,,582,71,427,107,372,98,,,256,279,79,,241,0.23,4,24,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommandsForMmTable,3,,624,83,456,128,346,86,,,321,377,118,,294,0.19,9,51,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommandsForOrcMmTable,1,,18,2,11,5,3,5,,,3,6,3,,3,0.45,1,2,
Public Class,org.apache.hadoop.hive.ql.TestTxnCommandsWithSplitUpdateAndVectorization,1,,15,2,10,4,3,3,,,3,6,3,,3,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.TestTxnConcatenate,1,,135,10,119,35,103,6,,,60,65,23,,53,0.05,1,4,
Public Class,org.apache.hadoop.hive.ql.TestTxnExIm,1,,605,57,400,122,305,148,,,239,283,92,,221,0.37,4,41,
Public Class,org.apache.hadoop.hive.ql.TestTxnLoadData,1,,479,33,372,105,294,78,,,194,216,59,,165,0.21,2,26,
Public Class,org.apache.hadoop.hive.ql.TestTxnNoBuckets,2,,885,53,663,277,545,174,,,370,417,110,,341,0.26,6,40,
Public Class,org.apache.hadoop.hive.ql.TestTxnNoBucketsVectorized,1,,7,0,7,3,2,0,,,2,4,2,,2,0.00,1,1,
Public Class,org.apache.hadoop.hive.ql.TestWarehouseDnsPath,1,,31,4,27,9,14,12,,,14,19,6,,14,0.44,1,4,
Public Class,org.apache.hadoop.hive.ql.TestWarehouseExternalDir,2,,122,23,98,30,61,1,,,61,76,24,,58,0.01,4,12,
Public Class,org.apache.hadoop.hive.ql.cache.results.CacheUsage,1,,50,10,36,17,10,4,,,14,23,13,,10,0.11,1,8,
Public Class,org.apache.hadoop.hive.ql.cleanup.EventualCleanupService,2,,109,11,98,29,53,0,,,46,67,24,,46,0.00,4,12,
Public Class,org.apache.hadoop.hive.ql.cleanup.SyncCleanupService,1,,41,7,25,12,8,9,,,6,13,8,,7,0.36,2,6,
Public Class,org.apache.hadoop.hive.ql.cleanup.TestCleanupService,2,,116,19,97,35,52,0,,,44,68,31,,48,0.00,4,22,
Public Class,org.apache.hadoop.hive.ql.dataset.Dataset,1,,17,3,11,6,4,3,,,5,8,6,,2,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.dataset.DatasetCollection,1,,31,6,22,8,7,3,,,6,15,9,,7,0.14,2,8,
Public Class,org.apache.hadoop.hive.ql.dataset.QTestDatasetHandler,2,,175,24,135,35,78,16,,,58,97,36,,73,0.12,5,33,
Public Class,org.apache.hadoop.hive.ql.ddl.DDLOperationContext,1,,55,9,43,18,15,3,,,22,32,17,,15,0.07,1,9,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetLocationAnalyzer,1,,20,3,14,8,6,3,,,6,9,6,,6,0.21,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetLocationDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetLocationOperation,3,,33,4,26,6,15,3,,,9,16,5,,13,0.12,5,6,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetManagedLocationAnalyzer,1,,20,3,14,8,6,3,,,6,9,6,,6,0.21,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetManagedLocationDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.location.AlterDatabaseSetManagedLocationOperation,3,,34,4,27,8,14,3,,,8,15,5,,12,0.11,5,6,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.owner.AlterDatabaseSetOwnerAnalyzer,2,,25,3,19,8,9,3,,,7,12,6,,9,0.16,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.owner.AlterDatabaseSetOwnerDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.owner.AlterDatabaseSetOwnerOperation,1,,14,1,10,4,3,3,,,3,6,3,,3,0.30,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.poperties.AlterDatabaseSetPropertiesAnalyzer,2,,29,3,23,9,13,3,,,11,16,8,,11,0.13,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.poperties.AlterDatabaseSetPropertiesDesc,1,,20,3,14,8,4,3,,,5,8,5,,3,0.21,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.alter.poperties.AlterDatabaseSetPropertiesOperation,2,,23,2,16,6,7,5,,,5,9,4,,6,0.31,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.database.create.CreateDatabaseAnalyzer,7,,83,5,74,19,60,5,,,46,56,18,,44,0.07,13,14,
Public Class,org.apache.hadoop.hive.ql.ddl.database.create.CreateDatabaseDesc,1,,87,12,72,33,27,3,,,34,47,22,,25,0.04,2,12,
Public Class,org.apache.hadoop.hive.ql.ddl.database.create.CreateDatabaseOperation,4,,74,5,62,14,45,8,,,28,41,12,,36,0.13,6,12,
Public Class,org.apache.hadoop.hive.ql.ddl.database.desc.DescDatabaseAnalyzer,2,,30,6,21,9,12,3,,,11,15,7,,12,0.14,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.database.desc.DescDatabaseDesc,1,,44,8,33,19,11,3,,,13,19,12,,7,0.09,2,6,
Public Class,org.apache.hadoop.hive.ql.ddl.database.desc.DescDatabaseOperation,4,,46,4,39,8,27,3,,,16,24,7,,19,0.08,7,8,
Public Class,org.apache.hadoop.hive.ql.ddl.database.drop.DropDatabaseAnalyzer,5,,81,3,67,22,47,11,,,32,47,20,,37,0.16,12,15,
Public Class,org.apache.hadoop.hive.ql.ddl.database.drop.DropDatabaseDesc,1,,52,10,39,18,14,3,,,18,27,15,,12,0.08,1,8,
Public Class,org.apache.hadoop.hive.ql.ddl.database.drop.DropDatabaseOperation,4,,37,3,30,8,18,4,,,12,20,7,,17,0.13,6,7,
Public Class,org.apache.hadoop.hive.ql.ddl.database.lock.LockDatabaseAnalyzer,1,,25,3,17,9,8,5,,,8,11,6,,8,0.29,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.lock.LockDatabaseDesc,1,,36,6,27,13,9,3,,,13,19,11,,8,0.11,1,5,
Public Class,org.apache.hadoop.hive.ql.ddl.database.lock.LockDatabaseOperation,1,,15,1,11,6,4,3,,,4,7,5,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.show.ShowDatabasesAnalyzer,2,,27,5,19,8,10,3,,,9,13,6,,10,0.16,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.database.show.ShowDatabasesDesc,1,,27,5,19,11,6,3,,,8,12,8,,4,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.database.show.ShowDatabasesOperation,2,,33,4,25,8,16,4,,,12,17,7,,14,0.16,3,5,
Public Class,org.apache.hadoop.hive.ql.ddl.database.showcreate.ShowCreateDatabaseAnalyzer,1,,26,5,18,9,10,3,,,10,13,7,,10,0.17,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.showcreate.ShowCreateDatabaseDesc,1,,27,5,19,11,6,3,,,8,12,8,,4,0.16,1,3,
Public Class,org.apache.hadoop.hive.ql.ddl.database.showcreate.ShowCreateDatabaseOperation,2,,45,4,38,9,25,3,,,19,27,8,,23,0.08,4,7,
Public Class,org.apache.hadoop.hive.ql.ddl.database.unlock.UnlockDatabaseAnalyzer,1,,23,3,15,7,7,5,,,7,10,5,,7,0.33,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.unlock.UnlockDatabaseDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.unlock.UnlockDatabaseOperation,1,,15,1,11,6,4,3,,,4,7,5,,4,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.use.SwitchDatabaseAnalyzer,1,,22,3,16,9,8,3,,,8,11,7,,8,0.19,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.use.SwitchDatabaseDesc,1,,18,3,12,7,3,3,,,4,7,5,,2,0.25,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.database.use.SwitchDatabaseOperation,3,,35,5,26,8,15,4,,,11,19,8,,15,0.15,5,6,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.owner.AlterDataConnectorSetOwnerAnalyzer,2,,25,3,19,8,9,3,,,7,12,6,,9,0.16,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.owner.AlterDataConnectorSetOwnerDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.owner.AlterDataConnectorSetOwnerOperation,1,,15,1,11,5,3,3,,,3,6,3,,3,0.27,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.properties.AlterDataConnectorSetPropertiesAnalyzer,2,,28,3,22,9,12,3,,,11,16,8,,11,0.14,3,4,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.properties.AlterDataConnectorSetPropertiesDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.properties.AlterDataConnectorSetPropertiesOperation,2,,24,2,17,7,8,5,,,6,10,5,,7,0.29,2,3,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.url.AlterDataConnectorSetUrlAnalyzer,1,,18,1,13,8,5,4,,,5,8,6,,5,0.31,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.url.AlterDataConnectorSetUrlDesc,1,,19,3,13,7,4,3,,,5,8,5,,3,0.23,1,2,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.alter.url.AlterDataConnectorSetUrlOperation,3,,29,3,23,7,12,4,,,8,14,5,,11,0.17,4,5,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.create.CreateDataConnectorAnalyzer,5,,55,5,46,14,36,4,,,28,35,13,,25,0.09,9,10,
Public Class,org.apache.hadoop.hive.ql.ddl.dataconnector.create.CreateDataConnectorDesc,1,,53,8,42,22,13,3,,,19,27,15,,12,0.07,1,7,
